CSI CODE(full Code);Code_Main_Division;Name_Main_Division;Sub_Division1_Code;Sub_Division1_Name;Sub_Division2_Code;Sub_Division2_Name_2;ITEM DESCRIPTION_Code_Item;ITEM DESCRIPTION_Name_Item;UNIT;DAILY OUTPUT;MAN HOURS;EQUIP. HOURS;CREW STRUCTURE COMBINED;Crew_Number1;Crew_Memeber_ Desc.1;Crew_Memeber_ Number2;Crew_Memeber_ Desc.2;Crew_Memeber_ Number3;Crew_Memeber_ Desc.3;Crew_Memeber_ Number4;Crew_Memeber_ Desc.4;Crew_Memeber_ Number5;Crew_Memeber_ Desc.5;Crew_Memeber_ Number6;Crew_Memeber_ Desc.6;Crew_Memeber_ Number7;Crew_Memeber_ Desc.7;Crew_Memeber_ Number8;Crew_Memeber_ Desc.8;Crew_Memeber_ Number9;Crew_Memeber_ Desc.9;Crew_Memeber_ Number10;Crew_Memeber_ Desc.10;Crew_Memeber_ Number11;Crew_Memeber_ Desc.11;Crew_Memeber_ Number12;Crew_Memeber_ Desc.12;Crew_Memeber_ Number13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 808-0100;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 808;LAMINATED ROOF DECK:;0100;Laminated roof deck pine, cedar, or fir wood, 100 mm thick;SQM;36;0.694;0.222;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 200-0500;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 200;MOLDINGS, BASE:;0500;Molding base, pine, 14 mm x 90 mm, straight job, no cutting, minimal number of miters;LM;55;0.164;0.145;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 200-0550;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 200;MOLDINGS, BASE:;0550;Molding base, pine, 14 mm x 110 mm;LM;45;0.2;0.178;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 212-0750;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 212;MOLDING, CASINGS:;0750;Molded pine casing,17 mm x 90 mm;LM;50.000;0.180;0.160;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 216-1200;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 216;MOLDING, CEILINGS:;1200;Cornice molding, pine, 14 mm x 44 mm, straight;LM;70.000;0.129;0.114;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 216-1300;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 216;MOLDING, CEILINGS:;1300;Cornice molding, pine, 14 mm x 57 mm;LM;65;0.138;0.123;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 216-2400;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 216;MOLDING, CEILINGS:;2400;Cornice molding,cove, pine, 14 mm x 44 mm;LM;55.000;0.164;0.145;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 216-2600;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 216;MOLDING, CEILINGS:;2600;Crown molding, pine, 14 mm x 90 mm;LM;50.000;0.180;0.160;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 216-2700;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 216;MOLDING, CEILINGS:;2700;Crown molding, pine, 17 mm x 117 mm;LM;45.000;0.200;0.178;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 220-1500;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 220;MOLDINGS, EXTERIOR:;1500;Moldings exterior, cornice, boards, pine, 25 mm x 50 mm;LM;70;0.129;0.114;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 220-1700;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 220;MOLDINGS, EXTERIOR:;1700;Moldings exterior, cornice, boards, pine, 25 mm x 150 mm;LM;56;0.161;0.143;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 220-2000;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 220;MOLDINGS, EXTERIOR:;2000;Molding exterior, cornice, boards, pine, 25 mm x 300 mm;LM;36.000;0.250;0.222;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 220-3100;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 220;MOLDINGS, EXTERIOR:;3100;Corner board pine 25 mm x 150 mm;LM;45;0.2;0.178;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 220-3370;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 220;MOLDINGS, EXTERIOR:;3370;Moldings exterior, fascia, pine, 25 mm x 200 mm;LM;50;0.18;0.16;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 220-3400;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 220;MOLDINGS, EXTERIOR:;3400;Moldings exterior, trim or crown, pine casing;LM;56;0.161;0.143;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-0250;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;0250;Astragal, pine, 33 mm x 56 mm;LM;55;0.164;0.145;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-0800;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;0800;Chair rail, 16 mm x 64 mm;LM;56.000;0.161;0.143;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-0900;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;0900;Chair rail, 16 mm x 90 mm;LM;50.000;0.180;0.160;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-1000;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;1000;Closet pole,wood, 30 mm diameter, up to 2 meter long, including supports;LM;48.000;0.188;0.167;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-3300;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;3300;Closet pole,wood, half round, stock pine, 6 mm x 13 mm;LM;60.000;0.150;0.133;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-3350;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;3350;Closet pole, half round, stock pine, 13 mm x 25 mm;LM;56.000;0.161;0.143;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-3470;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;3470;Handrail, single piece, pine or fir 38 mm x 44 mm, on wall brackets;LM;18.000;0.500;0.444;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-3480;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;3480;Handrail, single piece, pine or fir 38 mm x 44 mm, on metal balustrade;LM;13.000;0.692;0.615;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-3700;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;3700;Lattice trim,wood 6 mm x 44 mm;LM;56.000;0.161;0.143;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-3800;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;3800;Molding trim miscellaneous, pine or cedar, 25 mm x 25 mm;LM;56.000;0.161;0.143;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-4400;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;4400;Molding trim miscellaneous, walnut, nominal 25 mm x 25 mm;LM;45.000;0.200;0.178;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-4700;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;4700;Molding trim miscellaneous, teak, nominal 25 mm x 75 mm;LM;40.000;0.225;0.200;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-4900;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;4900;Molding trim miscellaneous, quarter round, pine, 6 mm x 6 mm;LM;56.000;0.161;0.143;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 224-5600;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 224;MOLDINGS, TRIM:;5600;Wainscot molding, 29 mm x 14 mm, 600 mm high;LM;6;1.5;1.333;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-2800;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;2800;Door moldings, decorative, 29 mm wide;LM;42;0.214;0.19;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-3150;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;3150;Door trim set, 1 head and 2 sides, pine, 64 mm wide;LM;30;0.3;0.267;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-3200;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;3200;Glass bead,pine 6 mm x 17 mm;LM;64.000;0.141;0.125;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-3250;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;3250;Glass bead,pine 10 mm x 13 mm;LM;64.000;0.141;0.125;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-3270;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;3270;Glass bead,pine 10 mm x 22 mm;LM;60.000;0.150;0.133;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-5000;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;5000;Stool caps,pine,17mm x 90mm;LM;36;0.25;0.222;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-5300;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;5300;Threshold,oak,914mm long,16 mm x 90 mm;EA;26.000;0.346;0.308;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-5400;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;5400;Threshold,oak, 914 mm long, 38 mm x 200 mm;EA;14.000;0.643;0.571;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 228-5900;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 228;MOLDINGS, WINDOW AND DOOR;5900;Window trim sets , including casings, header, stops, stool and apron, 64 mm wide, minimum, window size 1 m x 1.5 m;OPENING;4.000;2.250;2.000;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 304-0600;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 304;SHELVING:;0600;Shelving, plywood, 20 mm thick with lumber edge, 300 mm wide;LM;20;0.45;0.4;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 304-0700;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 304;SHELVING:;0700;Shelving, plywood, 20 mm thick with lumber edge, 600 mm wide;LM;15;0.6;0.533;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 304-0900;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 304;SHELVING:;0900;Shelving, bookcase, clear grade pine, shelves 300 mm, O.C., 200 mm deep;SQM;6;1.5;1.333;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 304-1000;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 304;SHELVING:;1000;Shelving, bookcase, clear grade pine, shelves 300 mm, O.C., 300 mm deep;SQM;6;1.5;1.333;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 304-1200;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 304;SHELVING:;1200;Shelving, adjustable closet rod and shelf, 300 mm wide, 914 mm long;EA;15.000;0.600;0.533;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 304-1300;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 304;SHELVING:;1300;Shelving, adjustable closet rod and shelf, 300 mm wide, 2.4m long;EA;9;1;0.889;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 404-0050;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 404;CONVECTOR COVERS:;0050;Convector covers, laminated plastic on 19 mm thick particle board, 300 mm wide, average;LM;3.000;3.000;2.667;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 408-0100;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 408;COUNTER TOP:;0100;Counter Top, plastic laminated, 600 mm wide w/backsplash, Average;LM;7.500;1.200;1.067;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 408-1900;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 408;COUNTER TOP:;1900;For standard cut outs in plastic laminated counter top add;EA;25.000;0.360;0.320;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 408-2200;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 408;COUNTER TOP:;2200;Counter top built-in place, 635 mm wide, plastic laminate;LM;7.500;1.200;1.067;0.125 Labor Foreman 1.00 Carpenter 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 408-2500;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 408;COUNTER TOP:;2500;Counter top marble, 600 mm wide, with splash, 13 mm thick, Average;LM;4.000;2.250;2.000;0.125 Labor Foreman 1.00 Bricklayer 1.00 Power Tools;0.125;Labor Foreman;1.00;Bricklayer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 408-2700;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 408;COUNTER TOP:;2700;Counter top marble, 600 mm wide, with splash, 20 mm thick, Average;LM;3.000;3.000;2.667;0.125 Labor Foreman 1.00 Bricklayer 1.00 Power Tools;0.125;Labor Foreman;1.00;Bricklayer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 408-3200;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 408;COUNTER TOP:;3200;Counter top, 600 mm wide, stainless steel;SQM;9.000;1.000;0.889;0.125 Labor Foreman 1.00 Bricklayer 1.00 Power Tools;0.125;Labor Foreman;1.00;Bricklayer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-2400;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;2400;Plywood, prefinished 6 mm thick, 1.2 m x 2.44 m sheets with vertical grooves, Birch faced, Average in small rooms, required considerable cutting.;SQM;25.000;0.680;0.320;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-2600;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;2600;Plywood, prefinished 6 mm thick, 1.2 m x .244 m sheets Mahoaanv. African;SQM;20;0.85;0.4;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-2700;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;2700;Plywood, prefinished 6 mm thick. 1.2 m x 2.44 m sheets Philippine (Lauan). OAK or cherry. Averaae;SQM;25.000;0.680;0.320;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-3200;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;3200;Plywood. prefinished 6 mm thick. 1.2 m x 2.44 m sheets Rosewood;SQM;15.000;1.133;0.533;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-3400;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;3400;Plywood. prefinished 6 mm thick. 1.2 m x 244 m sheets Teak;SQM;20.000;0.850;0.400;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-3600;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;3600;Plywood. prefinished 6 mm thick. 1.2 m x 2.44 m sheets Chestnut;SQM;18.000;0.944;0.444;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-3800;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;3800;Plywood. prefinished 6 mm thick. 1.2 m x 2.44 m sheets Pecan;SQM;20.000;0.850;0.400;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 504-3900;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 504;PANELING, PLYWOOD:;3900;Plywood. prefinished 6 mm thick. 1.2 m x 2.44 m sheets Walnut. Average;SQM;20.000;0.850;0.400;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062 554-0050;06;WOOD & PLASTICS;2.00;FINISH CARPENTRY;062 554;PANELING, HARDBOARD:;0050;Paneling hardboard. including furring no trim. 6 mm thick;SQM;25.000;0.680;0.320;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
