CSI CODE(full Code);Code_Main_Division;Name_Main_Division;Sub_Division1_Code;Sub_Division1_Name;Sub_Division2_Code;Sub_Division2_Name_2;ITEM DESCRIPTION_Code_Item;ITEM DESCRIPTION_Name_Item;UNIT;DAILY OUTPUT;MAN HOURS;EQUIP. HOURS;CREW STRUCTURE COMBINED;Crew_Number1;Crew_Memeber_ Desc.1;Crew_Memeber_ Number2;Crew_Memeber_ Desc.2;Crew_Memeber_ Number3;Crew_Memeber_ Desc.3;Crew_Memeber_ Number4;Crew_Memeber_ Desc.4;Crew_Memeber_ Number5;Crew_Memeber_ Desc.5;Crew_Memeber_ Number6;Crew_Memeber_ Desc.6;Crew_Memeber_ Number7;Crew_Memeber_ Desc.7;Crew_Memeber_ Number8;Crew_Memeber_ Desc.8;Crew_Memeber_ Number9;Crew_Memeber_ Desc.9;Crew_Memeber_ Number10;Crew_Memeber_ Desc.10;Crew_Memeber_ Number11;Crew_Memeber_ Desc.11;Crew_Memeber_ Number12;Crew_Memeber_ Desc.12;Crew_Memeber_ Number13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089 204-1050;08;DOORS & WINDOWS;9.00;GLAZED CURTAIN WALL;089 204;TUBE FRAMING:;1050;Tube framing,flush tube mill finish,for 6 mm glass, 45 mmx100mm,open sill;SQM;23.000;1.087;0.696;0.125 Skilled Foreman 2.00 Glaziers 1.00 Helper 2.00 Power Tools;0.125;Skilled Foreman;2.00;Glaziers;1.00;Helper;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089 204-1150;08;DOORS & WINDOWS;9.00;GLAZED CURTAIN WALL;089 204;TUBE FRAMING:;1150;Tube framing,flush tube mill finish,for 6 mm glass, 45 mm x100 mm,closed back sill;SQM;24.000;1.042;0.667;0.125 Skilled Foreman 2.00 Glaziers 1.00 Helper 2.00 Power Tools;0.125;Skilled Foreman;2.00;Glaziers;1.00;Helper;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089 204-1200;08;DOORS & WINDOWS;9.00;GLAZED CURTAIN WALL;089 204;TUBE FRAMING:;1200;Tube framing,flush tube mill finish,for 6 mm glass, 45mm x100mm,vertical mullion two piece;SQM;21.000;1.190;0.762;0.125 Skilled Foreman 2.00 Glaziers 1.00 Helper 2.00 Power Tools;0.125;Skilled Foreman;2.00;Glaziers;1.00;Helper;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089 204-2000;08;DOORS & WINDOWS;9.00;GLAZED CURTAIN WALL;089 204;TUBE FRAMING:;2000;Tube framing,flush tube frame, mill finish, 50 mm x 115 mm,open header;SQM;21.500;1.163;0.744;0.125 Skilled Foreman 2.00 Glaziers 1.00 Helper 2.00 Power Tools;0.125;Skilled Foreman;2.00;Glaziers;1.00;Helper;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089 204-5000;08;DOORS & WINDOWS;9.00;GLAZED CURTAIN WALL;089 204;TUBE FRAMING:;5000;Tube framing,flush tube mill finish, 55 mm x 115 mm,open sill;SQM;22;1.136;0.727;0.125 Skilled Foreman 2.00 Glaziers 1.00 Helper 2.00 Power Tools;0.125;Skilled Foreman;2.00;Glaziers;1.00;Helper;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089 206-0050;08;DOORS & WINDOWS;9.00;GLAZED CURTAIN WALL;089 206;WINDOW WALLS:;0050;Window walls,aluminum,stock,including glazing average;SQM;9.000;2.778;1.778;0.125 Skilled Foreman 2.00 Glaziers 1.00 Helper 2.00 Power Tools;0.125;Skilled Foreman;2.00;Glaziers;1.00;Helper;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089 206-0100;08;DOORS & WINDOWS;9.00;GLAZED CURTAIN WALL;089 206;WINDOW WALLS:;0100;Acoustical window wall,aluminum,double glazed 25 mm thick, 50 mm x 115 mm framing fo^iroorts;SQM;3.000;8.333;5.333;0.125 Skilled Foreman 2.00 Glaziers 1.00 Helper 2.00 Power Tools;0.125;Skilled Foreman;2.00;Glaziers;1.00;Helper;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
091 304-0050;09;FINISHES;1.00;METAL SUPPORT SYSTEM;091 304;SUSPENSION SYSTEMS:;0050;Suspension systems for boards and tile,, T bar,610 mm x 1220 mm grid;SQM;55.000;0.309;;0.125 Labor Foreman 1.00 Carpenter 1.00 Helper;0.125;Labor Foreman;1.00;Carpenter;1.00;Helper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
091 304-0300;09;FINISHES;1.00;METAL SUPPORT SYSTEM;091 304;SUSPENSION SYSTEMS:;0300;Suspension systems for boards and tile, T bar, 610 mm x 610 mm grid;SQM;45.000;0.378;;0.125 Labor Foreman 1.00 Carpenter 1.00 Helper;0.125;Labor Foreman;1.00;Carpenter;1.00;Helper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
091 304-0400;09;FINISHES;1.00;METAL SUPPORT SYSTEM;091 304;SUSPENSION SYSTEMS:;0400;Suspension systems for boards and tile, concealed Z bar, 300 mm module;SQM;40.000;0.425;;0.125 Labor Foreman 1.00 Carpenter 1.00 Helper;0.125;Labor Foreman;1.00;Carpenter;1.00;Helper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
091 304-0600;09;FINISHES;1.00;METAL SUPPORT SYSTEM;091 304;SUSPENSION SYSTEMS:;0600;Suspension systems for boards and tile, 38 mm carrier channels, 1220 mm O.C, add;SQM;40.000;0.425;;0.125 Labor Foreman 1.00 Carpenter 1.00 Helper;0.125;Labor Foreman;1.00;Carpenter;1.00;Helper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 052-0100;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 052;ACCESSORIES,PLASTER:;0100;Accessories plaster,casing bead,expanded flange,galvanized or zinc alloy;LM;80.000;0.113;0.100;0.125 Labor Foreman 1.00 Lather 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 052-0620;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 052;ACCESSORIES,PLASTER:;0620;Accessories plaster,corner bead,expanded bullnose, 20 mm radius,galvanized;LM;75;0.12;0.107;0.125 Labor Foreman 1.00 Lather 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 052-1640;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 052;ACCESSORIES,PLASTER:;1640;Accessories plaster,corner bead,expanded bullnose, 20 mm radius, zinc alloy;LM;80;0.113;0.1;0.125 Labor Foreman 1.00 Lather 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 052-1700;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 052;ACCESSORIES,PLASTER:;1700;Accessories plaster,inside corner bead, 20 mm, 76 mm x 76 mm,painted;LM;75;0.12;0.107;0.125 Labor Foreman 1.00 Lather 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-0050;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;0050;Furring beams & columns, 20 mm channels, galvanized, 400 mm O.C;SQM;23.000;0.739;0.348;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-0300;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;0300;Furring ceilings,on steel 20 mm channels,galvanized 400 mm O.C.;SQM;32.000;0.531;0.250;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-0600;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;0600;Furring ceilings,on steel 38 mm channels,galvanized 300 mm O.C.;SQM;21;0.81;0.381;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-0900;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;0900;Furring ceilings,on steel 38 mm channels,galvanized 610 mm O.C.;SQM;64.000;0.266;0.125;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-1200;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;1200;Furring walls, 20 mm channels,galvanized, 400 mm O.C.;SQM;30.000;0.567;0.267;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-1300;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;1300;Furring walls, 20 mm channels,galvanized, 610 mm O.C.;SQM;45.000;0.378;0.178;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-1500;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;1500;Furring walls, 38 mm channels,galvanized, 300 mm O.C.;SQM;24.000;0.708;0.333;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-1800;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;1800;Furring walls, 38 mm channels,galvanized, 610 mm O.C.;SQM;48.000;0.354;0.167;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-8000;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;8000;Furring suspended ceilings,including 38mm carriers, 610 mm O.C. with 20 mm channels, 400 mm O.C.;SQM;15.38;1.105;0.52;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-8400;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;8400;Furring suspended ceilings,including 38 mm carriers, 610 mm O.C. with 38 mm channels, 400 mm O.C.;SQM;13.330;1.275;0.600;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-8720;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;8720;Furring suspended ceilings,including 50 mm carriers, 610 mm O.C. with 20 mm channels, 610 mm O.C.;SQM;18;0.944;0.444;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 054-8800;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 054;FURRING:;8800;Furring suspended ceilings,including 50 mm carriers, 610 mm O.C. with 38 mm channels, 400 mm O.C.;SQM;13.460;1.263;0.594;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 056-0300;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 056;GYPSUM LATH:;0300;Gypsum lath, plain or perforated,clipped to steel studs, 10 mm thick;SQM;90.000;0.189;0.089;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 056-0400;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 056;GYPSUM LATH:;0400;Gypsum lath, plain or perforated,clipped to steel studs, 13 mm thick;SQM;83.250;0.204;0.096;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 056-1500;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 056;GYPSUM LATH:;1500;Gypsum lath,for ceiling installations, 13 mm thick;SQM;67.5;0.252;0.119;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 056-1600;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 056;GYPSUM LATH:;1600;Gypsum lath,for columns and beams, 13 mm thick;SQM;60.75;0.28;0.132;0.125 Labor Foreman 1.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;1.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-3600;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;3600;Metal lath, 1.13 kg diamond painted, on wood framing, on walls;SQM;180.000;0.139;0.044;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-3400;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;3400;Metal lath, 1.54 kg diamond painted, on wood framing, on ceilings;SQM;153.000;0.163;0.052;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-4200;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;4200;Metal lath, 1.54 kg diamond painted or rib, wired to steel framing, on walls;SQM;165;0.152;0.048;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-4300;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;4300;Metal lath, 1.54 kg diamond painted, wired to steel framing, on ceilings;SQM;140;0.179;0.057;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-4500;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;4500;Metal lath, 1.54 kg diamond painted on columns and beams,wired to steel;SQM;82.000;0.305;0.098;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-4600;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;4600;Metal lath, 1.54 kg diamond painted on cornices,wired to steel;SQM;68.000;0.368;0.118;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-4800;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;4800;Metal lath, 1.13 kg diamond painted on screwed to steel studs;SQM;170.000;0.147;0.047;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-5100;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;5100;Metal lath, rib lath, painted, wired to steel,on walls, 1.25 kg;SQM;158.000;0.158;0.051;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-5400;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;5400;Metal lath,rib lath,painted, wired to steel,on walls, 1.81 kg;SQM;145.000;0.172;0.055;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-5700;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;5700;Suspended ceiling system, including 1.54 kg diamond lath,painted or galvanized;SQM;25.600;0.977;0.313;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-6300;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;6300;Hollow metal stud partitions,including 1.54 kg painted lath both sides,non-load bearing, 25 ga. with rib lath studs 64 mm at 400 mm O.C.;SQM;36.300;0.689;0.220;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-6700;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;6700;Hollow metal stud partitions,including 1.54 kg painted lath both sides,non-load bearing, 25 ga. with rib lath studs 100 mm at 400 mm O.C.;SQM;35.1;0.712;0.228;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-7000;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;7000;Hollow metal stud partitions,including 1.54 kg painted lath both sides,non-load bearing, 25 ga. with rib lath studs 150 mm at 400 mm O.C.;SQM;34.400;0.727;0.233;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-7100;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;7100;Hollow metal stud partitions,including 1.54 kg painted lath both sides,non-load bearing, 25 ga. with rib lath studs 150 mm at 610 mm O.C.;SQM;39.300;0.636;0.204;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-7200;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;7200;Load bearing partitions, 16 ga., with rib lath, 100 mm studs, 400 mm O.C.;SQM;23.400;1.068;0.342;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 058-7600;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 058;METAL LATH:;7600;Load bearing partitions, 16 ga., with rib lath, 100 mm studs, 150 mm O.C.;SQM;22.900;1.092;0.349;0.125 Labor Foreman 2.00 Lather 1.00 Helper 1.00 Power Tools;0.125;Labor Foreman;2.00;Lather;1.00;Helper;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0150;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0150;Cement plaster,splash coat on exterior concrete or masonry walls;SQM;90.000;0.189;0.222;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0200;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0200;Cement plaster,splash coat on interior concrete or masonry walls;SQM;80.000;0.213;0.250;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0220;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0220;Cement plaster,brown coat,on interior concrete or masonry walls;SQM;50.000;0.340;0.400;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0250;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0250;Cement plaster,float finish coat,on interior concrete or masonry walls;SQM;35.000;0.486;0.571;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0280;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0280;Cement plaster,trowel finish coat,on exterior concrete walls & columns;SQM;25.000;0.680;0.800;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0300;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0300;Cement plaster,finish coat,on interior concrete walls & columns;SQM;24.380;0.697;0.820;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0400;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0400;Cement plaster accessories;SQM;150.000;0.113;0.133;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092 102-0500;09;FINISHES;2.00;LATH,PLASTER & GYPSUM BOARD;092 102;CEMENT PLASTER:;0500;Cement plaster on exterior concrete or masonry walls, 3 coats including accessories;SQM;13.490;1.260;1.483;0.125 Foreman 1.00 Plasterer 1.00 Common Labor 0.500 Mixer-0.17m3 1.00 Tools Set 1.00 Scafolding set;0.125;Foreman;1.00;Plasterer;1.00;Common Labor;0.500;Mixer-0.17m3;1.00;Tools Set;1.00;Scafolding set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
